f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,genre,filename
-173.7158660888672,137.14024353027344,-23.76764678955078,26.99173927307129,-16.68766212463379,4.214374542236328,-12.58261775970459,5.854559421539307,-2.8846731185913086,-1.1866810321807861,-1.9771538972854614,1.8001550436019897,-3.004411458969116,90.21219635009766,32.89563751220703,32.049591064453125,22.2620906829834,17.024559020996094,12.638328552246094,12.267991065979004,9.082865715026855,10.420711517333984,8.099661827087402,7.448550224304199,7.6134138107299805,9.680582046508789,1410.6754150390625,453.11712646484375,0.06298072636127472,0.02100530080497265,0.30396515130996704,0.30775395035743713,161.4990234375,2767.50830078125,1194.0924072265625,1512.9718017578125,380.69537353515625,0.14286480844020844,0.09589651226997375,21.0878849029541,8.238383293151855,blues,blues.00010.wav
-287.9235534667969,123.97102355957031,5.456121921539307,33.68454360961914,1.0892010927200317,14.704721450805664,-4.898605823516846,8.653275489807129,0.7827977538108826,6.566735744476318,-4.879439830780029,-3.1806588172912598,-5.557003498077393,77.0452651977539,31.52353286743164,17.381046295166016,18.550790786743164,21.012859344482422,15.348381042480469,12.217013359069824,13.753050804138184,12.197827339172363,10.68626594543457,9.68674087524414,9.17844009399414,8.085728645324707,1353.3291015625,715.4744873046875,0.04395891726016998,0.043544694781303406,0.36580705642700195,0.31938475370407104,161.4990234375,2882.31591796875,1712.5018310546875,1757.3310546875,469.27496337890625,0.06568456441164017,0.05000544339418411,20.797922134399414,7.343454837799072,blues,blues.00011.wav
-207.208740234375,132.79708862304688,-15.460705757141113,60.99486541748047,0.7102412581443787,12.461278915405273,1.160927653312683,-1.5278946161270142,-17.90181541442871,8.369234085083008,-2.4538185596466064,-0.5966886878013611,0.3688164949417114,67.66199493408203,25.794357299804688,30.59287452697754,18.182411193847656,17.72148895263672,10.05937385559082,10.392874717712402,10.568408966064453,9.819367408752441,9.73562240600586,11.820317268371582,9.62463092803955,9.283365249633789,1361.1004638671875,507.0060119628906,0.06912392377853394,0.04879831150174141,0.2693325877189636,0.30644625425338745,184.5703125,2739.791748046875,976.00439453125,1567.600830078125,211.96910095214844,0.1190238893032074,0.06369339674711227,22.127099990844727,6.741583347320557,blues,blues.00012.wav
-209.78219604492188,124.4659194946289,10.285804748535156,47.030174255371094,6.482385635375977,15.417020797729492,-2.010077714920044,6.735785961151123,-21.548620223999023,10.728497505187988,-5.5324320793151855,-2.202038049697876,-3.051727056503296,44.382938385009766,23.290462493896484,25.728227615356445,12.177268028259277,10.098318099975586,12.095587730407715,8.332418441772461,8.71790885925293,9.820377349853516,9.790460586547852,9.524993896484375,7.695250988006592,7.237645626068115,1324.331787109375,414.2952880859375,0.05141730234026909,0.03544030711054802,0.26472631096839905,0.30194416642189026,107.666015625,2710.366943359375,1037.1195068359375,1827.384521484375,279.4934997558594,0.1131889671087265,0.06474139541387558,21.416027069091797,7.129589557647705,blues,blues.00013.wav
-305.6985778808594,113.0416259765625,12.114899635314941,45.03944396972656,17.739240646362305,14.594630241394043,4.157128810882568,0.24009813368320465,-7.013088226318359,13.649843215942383,8.923057556152344,1.301689863204956,5.952127933502197,90.54730224609375,26.103662490844727,38.2579345703125,14.991418838500977,15.779799461364746,12.43875789642334,12.55484390258789,12.913716316223145,9.877542495727539,8.767173767089844,9.486505508422852,7.92079496383667,8.022302627563477,1172.2762451171875,383.77703857421875,0.04504583403468132,0.03950987011194229,0.32904088497161865,0.32870593667030334,151.99908447265625,2345.777587890625,936.4971313476562,1705.8583984375,310.4303283691406,0.06693624705076218,0.05204607918858528,21.61730194091797,6.527442932128906,blues,blues.00014.wav
-238.5330352783203,120.08828735351562,-4.224555492401123,42.31004333496094,5.916329383850098,13.91418170928955,5.357577323913574,1.903708815574646,-16.929880142211914,12.339310646057129,3.94096040725708,-1.3906770944595337,0.014792084693908691,66.20257568359375,26.991220474243164,31.297775268554688,19.574748992919922,17.288063049316406,10.838105201721191,10.939125061035156,11.995671272277832,9.480667114257812,8.733510971069336,9.037074089050293,7.804614543914795,7.785207271575928,1420.4114990234375,447.32464599609375,0.06371767818927765,0.044069256633520126,0.2703465521335602,0.30876871943473816,103.359375,2930.24072265625,836.9628295898438,1730.9171142578125,285.169189453125,0.08063894510269165,0.0532103106379509,21.364320755004883,6.689703464508057,blues,blues.00015.wav
-233.79489135742188,120.66705322265625,-3.167560338973999,39.539268493652344,3.8588550090789795,18.839672088623047,-3.6889171600341797,4.431845188140869,-14.975372314453125,17.571035385131836,1.8447446823120117,2.538606643676758,-1.2386857271194458,70.44123077392578,23.711532592773438,34.75709533691406,19.910839080810547,16.844215393066406,12.497923851013184,10.01887035369873,10.562871932983398,10.074906349182129,10.108126640319824,10.421930313110352,8.149383544921875,8.067007064819336,1455.04248046875,390.38909912109375,0.06135072559118271,0.03767737001180649,0.30829644203186035,0.3167685568332672,198.76803588867188,3009.965087890625,1005.488525390625,1825.9090576171875,341.8276062011719,0.08141902089118958,0.051397182047367096,21.057214736938477,7.080088138580322,blues,blues.00016.wav
-245.75413513183594,140.48092651367188,-2.7714390754699707,60.42012023925781,18.925399780273438,9.837099075317383,3.5665769577026367,0.536187469959259,-16.367359161376953,6.629854202270508,7.269148826599121,-4.015730857849121,1.6074535846710205,72.07491302490234,28.298141479492188,28.210205078125,18.994874954223633,15.329365730285645,9.9878511428833,10.890830039978027,9.65005874633789,11.359437942504883,10.260236740112305,9.83566951751709,8.446646690368652,8.542129516601562,1088.778076171875,481.4411926269531,0.048323970288038254,0.029080133885145187,0.30223947763442993,0.30567795038223267,172.265625,2134.753662109375,1040.1175537109375,1410.8359375,264.16998291015625,0.09325911104679108,0.04638774320483208,21.719440460205078,6.357365608215332,blues,blues.00017.wav
-252.51876831054688,104.9369888305664,15.316827774047852,42.67346954345703,6.762617588043213,21.623579025268555,-1.313277006149292,5.6919331550598145,-16.619516372680664,12.161626815795898,-1.9679499864578247,1.969765067100525,-0.8889584541320801,53.61874008178711,24.581554412841797,25.72705078125,12.75080394744873,9.637907028198242,10.82491397857666,8.574239730834961,10.023236274719238,11.194994926452637,11.117654800415039,7.221667766571045,8.042827606201172,6.976861953735352,1537.5609130859375,439.6507873535156,0.056131936609745026,0.04151089861989021,0.2700793147087097,0.3125685155391693,83.35433197021484,3495.462158203125,1352.6627197265625,2054.22412109375,381.49603271484375,0.07964064180850983,0.0543760322034359,21.71347427368164,7.420516014099121,blues,blues.00018.wav
-236.68890380859375,138.40428161621094,-4.923574924468994,47.64771270751953,5.152376174926758,8.895283699035645,0.48285630345344543,-3.8016674518585205,-14.97489070892334,10.432586669921875,-0.3539614975452423,0.7883455157279968,1.7829302549362183,74.70635223388672,23.166364669799805,34.17282485961914,17.647171020507812,21.60105323791504,9.57451057434082,9.904786109924316,12.605185508728027,8.792123794555664,10.226059913635254,11.592766761779785,8.970575332641602,8.832467079162598,1195.4134521484375,499.7222900390625,0.05887115001678467,0.04241648316383362,0.25735950469970703,0.30988022685050964,123.046875,2235.21142578125,1099.3751220703125,1480.9442138671875,216.57655334472656,0.09763429313898087,0.050781093537807465,21.481304168701172,6.513913154602051,blues,blues.00019.wav
-230.42657470703125,127.10052490234375,7.145354270935059,39.78431701660156,1.9449424743652344,17.40534019470215,-5.639429092407227,8.252129554748535,-18.10438346862793,13.842513084411621,-3.7609128952026367,2.571859836578369,-4.320805549621582,54.645503997802734,19.935543060302734,24.48725700378418,13.249691009521484,10.760223388671875,10.012038230895996,8.914257049560547,8.327550888061523,7.745545864105225,8.527892112731934,8.461935043334961,8.635147094726562,7.914322853088379,1389.9522705078125,320.81512451171875,0.05256015062332153,0.024811774492263794,0.30279943346977234,0.30718228220939636,135.99917602539062,3005.740234375,972.8569946289062,1911.314453125,297.89752197265625,0.07535404711961746,0.04988358914852142,20.069971084594727,7.192836761474609,blues,blues.00020.wav
-264.678466796875,138.85833740234375,11.156023025512695,48.53825378417969,14.89592456817627,20.584367752075195,3.2051422595977783,1.2625881433486938,-15.847021102905273,15.986576080322266,3.3616716861724854,-1.5137410163879395,1.8921550512313843,79.65916442871094,31.658893585205078,35.838104248046875,19.26860809326172,15.755782127380371,11.406539916992188,10.95698356628418,10.222084045410156,9.767314910888672,9.229901313781738,8.898972511291504,8.480931282043457,8.370803833007812,1046.7275390625,540.075439453125,0.04793735221028328,0.048290252685546875,0.3211421072483063,0.3213796615600586,99.38401794433594,1831.122314453125,1161.5989990234375,1480.5791015625,264.76776123046875,0.10111809521913528,0.05685032904148102,22.150178909301758,6.469194412231445,blues,blues.00021.wav
-233.85751342773438,136.17208862304688,3.2713184356689453,48.93121337890625,8.685133934020996,13.979510307312012,5.354867935180664,0.39087027311325073,-13.5045747756958,16.85610580444336,5.1309380531311035,-2.231879949569702,3.9640326499938965,80.59227752685547,30.977920532226562,34.091278076171875,19.60270881652832,17.44671058654785,12.86181640625,10.27258586883545,11.302638053894043,12.309768676757812,9.099172592163086,10.696426391601562,8.792097091674805,8.120821952819824,1156.202392578125,560.5751342773438,0.05861340090632439,0.053551338613033295,0.306441992521286,0.31307587027549744,95.703125,2170.511962890625,1153.744384765625,1497.7589111328125,243.07704162597656,0.11343149840831757,0.06071941554546356,22.285951614379883,6.7928147315979,blues,blues.00022.wav
-227.26885986328125,137.73069763183594,-14.4934663772583,63.555702209472656,5.612640857696533,11.984639167785645,1.8855520486831665,-1.863376498222351,-7.620555400848389,-2.447174549102783,-2.8867249488830566,-9.429529190063477,-10.92391300201416,64.4076156616211,22.503929138183594,35.30354309082031,14.521750450134277,12.356342315673828,9.678050994873047,10.130398750305176,9.341695785522461,9.878338813781738,9.88372802734375,10.20205020904541,9.378917694091797,10.746888160705566,1210.4571533203125,363.0846252441406,0.05248267576098442,0.03298931568861008,0.280720978975296,0.30193594098091125,184.5703125,2522.54296875,781.1815185546875,1498.0545654296875,227.26333618164062,0.1019149050116539,0.05966828390955925,21.828065872192383,6.130971908569336,blues,blues.00023.wav
-274.3118591308594,130.41371154785156,-6.392800331115723,70.40501403808594,13.26914119720459,9.461283683776855,7.725641250610352,-1.247490644454956,-0.5775883197784424,-2.30258846282959,3.783147096633911,0.08482332527637482,-0.9394359588623047,76.93624114990234,22.37529182434082,36.63964080810547,17.646696090698242,15.184504508972168,12.469621658325195,11.023465156555176,12.256719589233398,9.703689575195312,8.30018424987793,8.76274299621582,8.577573776245117,11.257425308227539,1120.3909912109375,420.0105285644531,0.047297898679971695,0.032851267606019974,0.2631080448627472,0.3161962330341339,103.359375,2325.127685546875,1067.2899169921875,1447.8526611328125,231.99485778808594,0.08696161210536957,0.05012074112892151,21.717050552368164,5.983712196350098,blues,blues.00024.wav
-249.28939819335938,130.98703002929688,0.6773899793624878,66.68578338623047,17.89780616760254,4.623736381530762,6.5983076095581055,1.2490499019622803,1.4163895845413208,-1.5791419744491577,-0.9626631140708923,-3.571995735168457,-2.9279816150665283,63.09784698486328,18.394969940185547,39.75187301635742,17.279258728027344,13.545689582824707,13.16553020477295,9.820876121520996,9.916266441345215,8.703125953674316,9.580452919006348,10.061666488647461,9.229387283325195,9.291680335998535,1109.721435546875,372.4129333496094,0.051724933087825775,0.03659632056951523,0.2909806966781616,0.3017832040786743,92.28515625,2243.744873046875,915.8907470703125,1463.5390625,194.51148986816406,0.08917960524559021,0.05582619458436966,21.02326202392578,6.300135135650635,blues,blues.00025.wav
-284.6973571777344,108.8051986694336,9.088282585144043,51.222740173339844,18.09175682067871,7.612260818481445,8.779499053955078,2.3628289699554443,0.005786435212939978,2.2509660720825195,4.205099105834961,-3.2933170795440674,1.6082983016967773,78.7223129272461,26.004621505737305,38.02742385864258,17.197452545166016,14.505343437194824,13.483985900878906,11.017854690551758,10.154078483581543,9.670384407043457,10.304088592529297,9.183077812194824,9.884416580200195,8.278565406799316,1198.7545166015625,402.3468933105469,0.05198759213089943,0.03857056796550751,0.27866607904434204,0.3082524836063385,83.35433197021484,2478.82666015625,995.8270263671875,1573.0850830078125,289.4571838378906,0.07693855464458466,0.07693015784025192,21.957340240478516,6.230118274688721,blues,blues.00026.wav
-228.2506561279297,130.3444061279297,-23.291290283203125,70.1720962524414,1.1422709226608276,7.602447509765625,0.9099381566047668,1.9782512187957764,-6.1670074462890625,-9.396023750305176,-2.5628409385681152,-4.522894382476807,-0.2629503607749939,53.045005798339844,26.25477409362793,30.453990936279297,19.92217445373535,13.4837064743042,12.392955780029297,10.015294075012207,9.411503791809082,7.8687520027160645,9.273236274719238,10.388401985168457,7.683055400848389,8.236430168151855,1391.44384765625,447.3847961425781,0.07235897332429886,0.05042678117752075,0.2887045443058014,0.30685824155807495,92.28515625,2811.141357421875,735.6703491210938,1494.850830078125,208.5677490234375,0.09572528302669525,0.04683949053287506,23.02192497253418,5.867445468902588,blues,blues.00027.wav
-248.9867401123047,139.06719970703125,-16.282499313354492,57.117984771728516,20.19265365600586,10.188037872314453,4.543976306915283,0.3312790095806122,-7.877950668334961,-3.4479153156280518,-2.646488904953003,-2.8313822746276855,-0.902166485786438,70.45574951171875,19.953779220581055,34.15384292602539,18.137451171875,12.582623481750488,11.546414375305176,11.243721008300781,10.879305839538574,8.358489990234375,8.276775360107422,8.910004615783691,8.167048454284668,9.771069526672363,1115.5411376953125,324.9461364746094,0.048028431832790375,0.028583845123648643,0.2760109007358551,0.3144059181213379,103.359375,2290.319580078125,798.9420776367188,1398.5093994140625,229.82467651367188,0.09958247095346451,0.06407079845666885,21.401878356933594,6.189595699310303,blues,blues.00028.wav
-233.75082397460938,101.17827606201172,17.64976692199707,23.733776092529297,2.0820329189300537,25.941923141479492,-16.95884895324707,15.098033905029297,-22.278715133666992,4.395122528076172,-23.2074031829834,-6.057175159454346,-5.068857192993164,60.73033142089844,29.759796142578125,19.37721061706543,14.810775756835938,15.089254379272461,11.647930145263672,18.422504425048828,10.653246879577637,9.919082641601562,11.071765899658203,12.938664436340332,9.040495872497559,8.996856689453125,1649.2877197265625,844.1165771484375,0.05292636156082153,0.056996479630470276,0.28055399656295776,0.32505398988723755,129.19921875,3761.610595703125,2039.7830810546875,2190.221923828125,430.48028564453125,0.12466930598020554,0.0694025456905365,26.456134796142578,8.892486572265625,blues,blues.00029.wav
-206.96807861328125,117.79298400878906,23.23587989807129,28.297826766967773,-1.1239153146743774,18.862035751342773,-21.949682235717773,17.849985122680664,-25.585643768310547,2.129925012588501,-17.794416427612305,-8.01590347290039,-17.60727882385254,44.99866485595703,27.640546798706055,16.772323608398438,16.16750144958496,13.964349746704102,12.688658714294434,14.560503005981445,11.72113037109375,14.150612831115723,10.150412559509277,8.543368339538574,7.771043300628662,8.536091804504395,1378.9658203125,742.5598754882812,0.039375800639390945,0.03075951524078846,0.26312941312789917,0.3072076141834259,151.99908447265625,3015.056884765625,2139.362060546875,2003.585205078125,519.39501953125,0.1700301468372345,0.05651620775461197,26.843507766723633,8.62346076965332,blues,blues.00030.wav
-221.8311309814453,110.83949279785156,18.6168212890625,30.920137405395508,3.2959229946136475,22.58736228942871,-20.416349411010742,12.11873722076416,-26.35049819946289,-4.3674845695495605,-26.413198471069336,-13.045098304748535,-12.654766082763672,50.1198844909668,24.214548110961914,13.784725189208984,13.439663887023926,14.88302993774414,10.032215118408203,17.846128463745117,10.704249382019043,10.423561096191406,10.114691734313965,11.338235855102539,10.370996475219727,12.096414566040039,1331.03662109375,593.5347290039062,0.042967237532138824,0.03311369568109512,0.2536383867263794,0.3151463568210602,151.99908447265625,2900.174072265625,1926.0533447265625,1973.648681640625,484.2307434082031,0.15153230726718903,0.05651747062802315,27.927204132080078,8.277046203613281,blues,blues.00031.wav
-288.8077087402344,105.89604187011719,18.77703857421875,23.710391998291016,5.711881160736084,25.549087524414062,-13.473759651184082,12.428972244262695,-11.942033767700195,1.571425437927246,-15.63591194152832,-6.650615692138672,-11.713253021240234,72.89320373535156,28.811166763305664,20.835323333740234,18.487327575683594,19.50859832763672,12.8262357711792,15.107900619506836,11.214014053344727,13.991225242614746,11.506952285766602,11.236590385437012,9.02645492553711,10.104416847229004,1309.6646728515625,869.8875122070312,0.03939318656921387,0.05621806159615517,0.27626821398735046,0.3120811879634857,143.5546875,2765.658203125,2165.650390625,1883.0626220703125,533.2848510742188,0.10115690529346466,0.06273246556520462,26.985883712768555,8.186060905456543,blues,blues.00032.wav
-239.03807067871094,108.6572036743164,34.151893615722656,30.23917007446289,-0.4757433533668518,27.29263687133789,-21.379398345947266,14.150508880615234,-24.510177612304688,-1.8840460777282715,-28.050291061401367,-11.2566499710083,-16.476930618286133,56.806373596191406,28.653453826904297,16.713603973388672,17.3702392578125,15.392646789550781,11.857561111450195,16.936935424804688,11.793535232543945,10.839340209960938,13.388097763061523,11.275903701782227,9.364659309387207,9.511204719543457,1430.59814453125,837.4771118164062,0.041969891637563705,0.03794965520501137,0.2608201205730438,0.3079884350299835,151.99908447265625,3246.75537109375,2360.32177734375,2075.65234375,524.7579345703125,0.13312429189682007,0.04744350537657738,27.161623001098633,8.569552421569824,blues,blues.00033.wav
-217.23867797851562,105.79236602783203,15.617069244384766,25.25638198852539,-1.4402743577957153,30.1898193359375,-17.715219497680664,17.318172454833984,-27.20952796936035,4.33916711807251,-20.059492111206055,-10.695944786071777,-14.220666885375977,59.99020767211914,23.115158081054688,18.933635711669922,14.815605163574219,14.70071029663086,10.843642234802246,14.95871639251709,11.252165794372559,10.597419738769531,13.31950569152832,10.741460800170898,8.42324161529541,10.247786521911621,1536.7310791015625,584.0842895507812,0.04570040479302406,0.026297617703676224,0.26211869716644287,0.31472527980804443,184.5703125,3600.919921875,1927.3072509765625,2157.05859375,401.2923278808594,0.13591797649860382,0.05681255832314491,26.87958526611328,8.633306503295898,blues,blues.00034.wav
-171.81019592285156,120.28062438964844,15.327536582946777,21.090450286865234,-5.4192962646484375,24.189464569091797,-24.138221740722656,18.55198097229004,-22.34890365600586,1.3031774759292603,-20.763931274414062,-4.988852500915527,-17.118927001953125,44.06605529785156,26.3392333984375,16.41070556640625,12.10792350769043,13.230188369750977,10.922333717346191,12.067550659179688,10.033206939697266,11.810193061828613,10.757241249084473,8.251986503601074,9.024649620056152,9.299757957458496,1507.104736328125,643.613525390625,0.04543018713593483,0.023964624851942062,0.2882498800754547,0.3107444643974304,129.19921875,3405.412841796875,2045.7335205078125,2096.717529296875,497.04559326171875,0.17330875992774963,0.05778728425502777,26.880773544311523,8.474417686462402,blues,blues.00035.wav
-200.1960906982422,116.34013366699219,18.006210327148438,25.313560485839844,0.2917344272136688,24.19247817993164,-22.255908966064453,11.18642520904541,-26.848731994628906,-7.6384596824646,-24.889928817749023,-12.015525817871094,-17.017953872680664,53.63920593261719,22.01779556274414,14.098094940185547,17.05552101135254,13.399639129638672,9.999520301818848,17.523313522338867,9.751172065734863,9.858024597167969,10.522112846374512,11.091403007507324,9.9406156539917,8.813386917114258,1247.407958984375,513.7195434570312,0.036903783679008484,0.018674595281481743,0.23319606482982635,0.30802321434020996,151.99908447265625,2621.575927734375,1739.8818359375,1907.7056884765625,441.0355224609375,0.1977485865354538,0.06866755336523056,27.362695693969727,8.427793502807617,blues,blues.00036.wav
-328.6808776855469,102.71112823486328,19.895551681518555,26.732681274414062,7.1514811515808105,22.704801559448242,-6.9743266105651855,12.781993865966797,-10.725780487060547,-0.4336608350276947,-12.373165130615234,-8.90705394744873,-9.240108489990234,86.3687515258789,25.15771484375,26.520038604736328,13.050381660461426,15.9058837890625,15.766670227050781,14.440799713134766,12.450976371765137,12.599909782409668,9.147375106811523,10.48921012878418,10.537225723266602,11.236177444458008,1188.1011962890625,608.110595703125,0.04816032946109772,0.03568096458911896,0.24868349730968475,0.3130548894405365,123.046875,2339.394287109375,1730.850830078125,1682.7073974609375,447.6366882324219,0.06912996619939804,0.04723885655403137,26.61089324951172,7.6184797286987305,blues,blues.00037.wav
